case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,first_fraud_txn_id,txn_ids,n_txns,exposure_usd,connected_card_ids,actions_taken,report_filed,analyst_notes
CC-2344,C06059,C06059-K2,2016-08-19 18:19:17,2016-08-22 15:19:17,confirmed_fraud,account_takeover,3187961,3187961,1,1054.08,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-2344: cardholder C06059 reported unrecognized activity on card C06059-K2. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $1,054.08 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed."
CC-2345,C06630,C06630-K2,2016-08-19 18:25:31,2016-08-20 22:25:31,confirmed_fraud,card_not_present_new_device,3183191,3183191|3183259|3183334|3183348|3186374|3186477,6,364.46,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2345: cardholder C06630 reported unrecognized activity on card C06630-K2. 6 transaction(s) between 2016-08-17 and 2016-08-18 totaling $364.46 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-2346,C08913,C08913-K2,2016-08-19 18:30:14,2016-08-25 04:30:14,confirmed_fraud,card_not_present_fraud,3187479,3187479|3187510,2,599.95,,CREATE_CASE|BLOCK_CARD,No,Case CC-2346: cardholder C08913 reported unrecognized activity on card C08913-K2. 2 transaction(s) between 2016-08-19 and 2016-08-19 totaling $599.95 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-2347,C11539,C11539-K2,2016-08-19 18:31:25,2016-08-20 23:31:25,confirmed_fraud,account_takeover,3186289,3186289|3186658|3186728,3,370.17,,CREATE_CASE|BLOCK_CARD,No,Case CC-2347: cardholder C11539 reported unrecognized activity on card C11539-K2. 3 transaction(s) between 2016-08-18 and 2016-08-18 totaling $370.17 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-2348,C09249,C09249-K1,2016-08-19 19:32:38,2016-08-25 15:32:38,confirmed_fraud,account_takeover,3184722,3184722|3184726|3187988,3,567.93,,CREATE_CASE|BLOCK_CARD,No,Case CC-2348: cardholder C09249 reported unrecognized activity on card C09249-K1. 3 transaction(s) between 2016-08-18 and 2016-08-19 totaling $567.93 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2349,C10399,C10399-K1,2016-08-19 19:51:31,2016-08-24 21:51:31,confirmed_fraud,account_takeover,3186352,3186352,1,500.00,,CREATE_CASE|BLOCK_CARD,No,Case CC-2349: cardholder C10399 reported unrecognized activity on card C10399-K1. 1 transaction(s) between 2016-08-18 and 2016-08-18 totaling $500.00 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2350,C12136,C12136-K2,2016-08-19 19:53:39,2016-08-22 17:53:39,confirmed_fraud,card_not_present_fraud,3185489,3185489,1,100.00,,CREATE_CASE|BLOCK_CARD,No,Case CC-2350: cardholder C12136 reported unrecognized activity on card C12136-K2. 1 transaction(s) between 2016-08-18 and 2016-08-18 totaling $100.00 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-2351,C00768,C00768-K2,2016-08-19 20:04:06,2016-08-21 10:04:06,confirmed_fraud,account_takeover,3187649,3187649,1,82.07,,CREATE_CASE|BLOCK_CARD,No,Case CC-2351: cardholder C00768 reported unrecognized activity on card C00768-K2. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $82.07 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2352,C06121,C06121-K2,2016-08-19 20:08:48,2016-08-22 18:08:48,confirmed_fraud,out_of_region_use,3185546,3185546,1,225.92,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2352: cardholder C06121 reported unrecognized activity on card C06121-K2. 1 transaction(s) between 2016-08-18 and 2016-08-18 totaling $225.92 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-2353,C11413,C11413-K1,2016-08-19 20:20:43,2016-08-24 02:20:43,confirmed_fraud,card_not_present_new_device,3187280,3187280,1,49.96,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2353: cardholder C11413 reported unrecognized activity on card C11413-K1. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $49.96 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-2354,C11749,C11749-K1,2016-08-19 21:27:23,2016-08-21 17:27:23,cleared,none,,3188346,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-2354: model scored a $150.03 transaction at 0.82. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-2355,C07194,C07194-K1,2016-08-19 21:33:52,2016-08-21 14:33:52,cleared,none,,3187872,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-2355: model scored a $64.98 transaction at 0.86. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-2356,C09806,C09806-K1,2016-08-19 21:46:38,2016-08-24 23:46:38,confirmed_fraud,account_takeover,3186358,3186358|3186362|3186387|3186412|3186790,5,118.14,,CREATE_CASE|BLOCK_CARD,No,Case CC-2356: cardholder C09806 reported unrecognized activity on card C09806-K1. 5 transaction(s) between 2016-08-18 and 2016-08-18 totaling $118.14 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2357,C04965,C04965-K2,2016-08-19 22:07:13,2016-08-25 02:07:13,confirmed_fraud,out_of_region_use,3187246,3187246,1,59.06,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2357: cardholder C04965 reported unrecognized activity on card C04965-K2. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $59.06 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-2358,C03218,C03218-K2,2016-08-19 22:28:11,2016-08-23 23:28:11,confirmed_fraud,account_takeover,3179875,3179875|3180116|3180531|3180687|3180797|3181368|3183349|3183731|3184472|3184494|3184980|3186194|3186632|3186716,14,2021.29,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-2358: cardholder C03218 reported unrecognized activity on card C03218-K2. 14 transaction(s) between 2016-08-16 and 2016-08-18 totaling $2,021.29 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-2359,C08989,C08989-K2,2016-08-19 23:22:46,2016-08-22 14:22:46,confirmed_fraud,out_of_region_use,3180026,3180026|3180229|3184626|3185338|3185405|3187288|3187290|3187837,8,7908.12,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-2359: cardholder C08989 reported unrecognized activity on card C08989-K2. 8 transaction(s) between 2016-08-16 and 2016-08-19 totaling $7,908.12 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-2360,C10601,C10601-K1,2016-08-19 23:34:36,2016-08-20 16:34:36,cleared,none,,3188177,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-2360: model scored a $49.98 transaction at 0.95. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-2361,C08072,C08072-K1,2016-08-19 23:43:31,2016-08-25 13:43:31,confirmed_fraud,card_not_present_new_device,3187772,3187772,1,50.07,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2361: cardholder C08072 reported unrecognized activity on card C08072-K1. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $50.07 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-2362,C10520,C10520-K1,2016-08-20 00:11:04,2016-08-22 21:11:04,cleared,none,,3189169,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-2362: model scored a $100.06 transaction at 0.96. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-2363,C11597,C11597-K2,2016-08-20 00:35:29,2016-08-23 23:35:29,confirmed_fraud,card_not_present_new_device,3178674,3178674|3178698|3179175|3179191|3179230|3181296|3184024|3186750,8,391.67,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2363: cardholder C11597 reported unrecognized activity on card C11597-K2. 8 transaction(s) between 2016-08-16 and 2016-08-18 totaling $391.67 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-2364,C07867,C07867-K2,2016-08-20 01:03:54,2016-08-21 20:03:54,confirmed_fraud,out_of_region_use,3186388,3186388|3187955|3187969|3188016|3188925,5,501.08,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2364: cardholder C07867 reported unrecognized activity on card C07867-K2. 5 transaction(s) between 2016-08-18 and 2016-08-19 totaling $501.08 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-2365,C09803,C09803-K1,2016-08-20 01:17:54,2016-08-23 21:17:54,confirmed_fraud,account_takeover,3189189,3189189,1,226.01,,CREATE_CASE|BLOCK_CARD,No,Case CC-2365: cardholder C09803 reported unrecognized activity on card C09803-K1. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $226.01 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2366,C01377,C01377-K1,2016-08-20 01:30:40,2016-08-22 05:30:40,confirmed_fraud,card_not_present_new_device,3187570,3187570,1,49.93,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2366: cardholder C01377 reported unrecognized activity on card C01377-K1. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $49.93 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-2367,C09149,C09149-K1,2016-08-20 02:27:05,2016-08-23 01:27:05,cleared,none,,3190006,1,0.00,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,"Case CC-2367: model scored a $4,452.04 transaction at 0.92. Cardholder confirmed travel to the billing region in question. Alert cleared."
CC-2368,C01890,C01890-K1,2016-08-20 03:10:18,2016-08-21 05:10:18,confirmed_fraud,card_not_present_new_device,3186630,3186630|3186708|3187535|3187551|3187557,5,90.91,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2368: cardholder C01890 reported unrecognized activity on card C01890-K1. 5 transaction(s) between 2016-08-18 and 2016-08-19 totaling $90.91 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-2369,C10906,C10906-K1,2016-08-20 03:19:46,2016-08-21 23:19:46,confirmed_fraud,card_not_present_fraud,3189543,3189543|3189573|3189598|3189611,4,899.93,,CREATE_CASE|BLOCK_CARD,No,Case CC-2369: cardholder C10906 reported unrecognized activity on card C10906-K1. 4 transaction(s) between 2016-08-19 and 2016-08-19 totaling $899.93 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a MacOS on safari generic. Card blocked and reissued. Customer reimbursed.
CC-2370,C05876,C05876-K2,2016-08-20 03:47:41,2016-08-22 20:47:41,confirmed_fraud,card_not_present_fraud,3188990,3188990|3189081,2,149.99,,CREATE_CASE|BLOCK_CARD,No,Case CC-2370: cardholder C05876 reported unrecognized activity on card C05876-K2. 2 transaction(s) between 2016-08-19 and 2016-08-19 totaling $149.99 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a rv:11.0 on ie 11.0 for desktop. Card blocked and reissued. Customer reimbursed.
CC-2371,C05957,C05957-K2,2016-08-20 04:07:55,2016-08-22 12:07:55,confirmed_fraud,card_not_present_fraud,3187681,3187681,1,24.85,,CREATE_CASE|BLOCK_CARD,No,Case CC-2371: cardholder C05957 reported unrecognized activity on card C05957-K2. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $24.85 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SAMSUNG SM-J120H Build/LMY47V on chrome generic. Card blocked and reissued. Customer reimbursed.
CC-2372,C09121,C09121-K1,2016-08-20 04:11:38,2016-08-25 18:11:38,confirmed_fraud,card_not_present_fraud,3188456,3188456|3188514,2,200.10,,CREATE_CASE|BLOCK_CARD,No,Case CC-2372: cardholder C09121 reported unrecognized activity on card C09121-K1. 2 transaction(s) between 2016-08-19 and 2016-08-19 totaling $200.10 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome. Card blocked and reissued. Customer reimbursed.
CC-2373,C11496,C11496-K2,2016-08-20 04:20:05,2016-08-21 00:20:05,confirmed_fraud,out_of_region_use,3186901,3186901,1,52.90,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2373: cardholder C11496 reported unrecognized activity on card C11496-K2. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $52.90 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-2374,C04571,C04571-K2,2016-08-20 04:35:39,2016-08-23 16:35:39,confirmed_fraud,out_of_region_use,3188181,3188181,1,197.03,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2374: cardholder C04571 reported unrecognized activity on card C04571-K2. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $197.03 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-2375,C01104,C01104-K2,2016-08-20 05:23:52,2016-08-26 02:23:52,confirmed_fraud,card_not_present_new_device,3190136,3190136,1,150.07,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2375: cardholder C01104 reported unrecognized activity on card C01104-K2. 1 transaction(s) between 2016-08-20 and 2016-08-20 totaling $150.07 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a MacOS on safari generic. Card blocked and reissued. Customer reimbursed."
CC-2376,C03474,C03474-K1,2016-08-20 06:18:16,2016-08-24 17:18:16,confirmed_fraud,out_of_region_use,3188314,3188314,1,334.99,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2376: cardholder C03474 reported unrecognized activity on card C03474-K1. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $334.99 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-2377,C07523,C07523-K1,2016-08-20 07:47:50,2016-08-23 19:47:50,confirmed_fraud,card_not_present_fraud,3188698,3188698|3188748|3188866,3,274.99,,CREATE_CASE|BLOCK_CARD,No,Case CC-2377: cardholder C07523 reported unrecognized activity on card C07523-K1. 3 transaction(s) between 2016-08-19 and 2016-08-19 totaling $274.99 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a rv:57.0 on firefox. Card blocked and reissued. Customer reimbursed.
CC-2378,C01755,C01755-K2,2016-08-20 08:49:39,2016-08-23 19:49:39,confirmed_fraud,card_not_present_fraud,3188872,3188872,1,100.09,,CREATE_CASE|BLOCK_CARD,No,Case CC-2378: cardholder C01755 reported unrecognized activity on card C01755-K2. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $100.09 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-2379,C00513,C00513-K1,2016-08-20 09:12:18,2016-08-24 19:12:18,confirmed_fraud,account_takeover,3188741,3188741,1,390.02,,CREATE_CASE|BLOCK_CARD,No,Case CC-2379: cardholder C00513 reported unrecognized activity on card C00513-K1. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $390.02 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2380,C00334,C00334-K1,2016-08-20 11:43:45,2016-08-22 02:43:45,confirmed_fraud,card_not_present_fraud,3190184,3190184,1,77.50,,CREATE_CASE|BLOCK_CARD,No,Case CC-2380: cardholder C00334 reported unrecognized activity on card C00334-K1. 1 transaction(s) between 2016-08-20 and 2016-08-20 totaling $77.50 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-2381,C01116,C01116-K2,2016-08-20 11:51:26,2016-08-24 23:51:26,confirmed_fraud,account_takeover,3189724,3189724,1,57.87,,CREATE_CASE|BLOCK_CARD,No,Case CC-2381: cardholder C01116 reported unrecognized activity on card C01116-K2. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $57.87 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2382,C02716,C02716-K2,2016-08-20 12:14:37,2016-08-22 09:14:37,confirmed_fraud,out_of_region_use,3187644,3187644,1,264.98,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2382: cardholder C02716 reported unrecognized activity on card C02716-K2. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $264.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-2383,C06962,C06962-K2,2016-08-20 12:32:15,2016-08-25 18:32:15,confirmed_fraud,account_takeover,3178932,3178932|3178945|3182998|3184783|3188595,5,176.93,,CREATE_CASE|BLOCK_CARD,No,Case CC-2383: cardholder C06962 reported unrecognized activity on card C06962-K2. 5 transaction(s) between 2016-08-16 and 2016-08-19 totaling $176.93 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-2384,C03637,C03637-K1,2016-08-20 13:51:08,2016-08-24 03:51:08,confirmed_fraud,card_not_present_fraud,3190297,3190297,1,100.07,,CREATE_CASE|BLOCK_CARD,No,Case CC-2384: cardholder C03637 reported unrecognized activity on card C03637-K1. 1 transaction(s) between 2016-08-20 and 2016-08-20 totaling $100.07 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-2385,C08281,C08281-K2,2016-08-20 14:05:54,2016-08-26 00:05:54,confirmed_fraud,card_not_present_new_device,3186969,3186969|3187529|3187544|3187547|3187562|3187564|3187569|3189580|3189625|3189780,10,574.85,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2385: cardholder C08281 reported unrecognized activity on card C08281-K2. 10 transaction(s) between 2016-08-19 and 2016-08-20 totaling $574.85 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-2386,C06147,C06147-K2,2016-08-20 14:39:45,2016-08-25 18:39:45,confirmed_fraud,account_takeover,3188586,3188586|3188622,2,669.91,,CREATE_CASE|BLOCK_CARD,No,Case CC-2386: cardholder C06147 reported unrecognized activity on card C06147-K2. 2 transaction(s) between 2016-08-19 and 2016-08-19 totaling $669.91 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2387,C01730,C01730-K1,2016-08-20 15:15:05,2016-08-25 20:15:05,confirmed_fraud,card_not_present_fraud,3188964,3188964,1,21.28,,CREATE_CASE|BLOCK_CARD,No,Case CC-2387: cardholder C01730 reported unrecognized activity on card C01730-K1. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $21.28 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a es-mx on android browser 4.0. Card blocked and reissued. Customer reimbursed.
CC-2388,C04280,C04280-K1,2016-08-20 15:22:12,2016-08-23 02:22:12,confirmed_fraud,card_not_present_fraud,3190131,3190131,1,18.53,,CREATE_CASE|BLOCK_CARD,No,Case CC-2388: cardholder C04280 reported unrecognized activity on card C04280-K1. 1 transaction(s) between 2016-08-20 and 2016-08-20 totaling $18.53 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-2389,C11958,C11958-K1,2016-08-20 15:46:46,2016-08-22 12:46:46,confirmed_fraud,account_takeover,3189458,3189458|3190582,2,78.15,,CREATE_CASE|BLOCK_CARD,No,Case CC-2389: cardholder C11958 reported unrecognized activity on card C11958-K1. 2 transaction(s) between 2016-08-19 and 2016-08-20 totaling $78.15 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2390,C04034,C04034-K2,2016-08-20 17:32:37,2016-08-23 04:32:37,confirmed_fraud,card_not_present_new_device,3177370,3177370|3178481|3180540|3180621|3181467|3181593|3181615|3183553|3184344|3188159|3189017|3190124|3190210|3190238|3190337|3190338|3190342|3190348,18,531.97,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2390: cardholder C04034 reported unrecognized activity on card C04034-K2. 18 transaction(s) between 2016-08-15 and 2016-08-20 totaling $531.97 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-2391,C08597,C08597-K2,2016-08-20 18:12:19,2016-08-25 18:12:19,confirmed_fraud,account_takeover,3188517,3188517,1,474.95,,CREATE_CASE|BLOCK_CARD,No,Case CC-2391: cardholder C08597 reported unrecognized activity on card C08597-K2. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $474.95 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2392,C07990,C07990-K1,2016-08-20 18:27:50,2016-08-24 00:27:50,confirmed_fraud,card_not_present_fraud,3189847,3189847,1,64.74,,CREATE_CASE|BLOCK_CARD,No,Case CC-2392: cardholder C07990 reported unrecognized activity on card C07990-K1. 1 transaction(s) between 2016-08-20 and 2016-08-20 totaling $64.74 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Moto Z2 Play Build/NPSS26.118-19-14 on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.
CC-2393,C04597,C04597-K2,2016-08-20 18:30:19,2016-08-25 17:30:19,confirmed_fraud,card_not_present_fraud,3188260,3188260|3188277|3188359,3,80.40,,CREATE_CASE|BLOCK_CARD,No,Case CC-2393: cardholder C04597 reported unrecognized activity on card C04597-K2. 3 transaction(s) between 2016-08-19 and 2016-08-19 totaling $80.40 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-2394,C08962,C08962-K2,2016-08-20 18:45:23,2016-08-24 16:45:23,confirmed_fraud,card_testing,3128855,3128855|3129757|3136012|3140826|3140857|3140882|3141204|3141288|3141298|3141852|3143144|3143769|3143833|3144645|3144670|3144710|3144771|3144775|3144825|3144846|3144857|3144908|3144911|3144956|3144966|3145373|3145640|3145643|3146947|3147936|3151224|3156076|3157612|3157627|3160413|3163830|3166596|3166633|3166713|3166755|3169442|3169448|3171083|3171139|3172051|3172504|3173804|3173983|3174981|3177419|3177519|3180234|3180577|3180896|3181018|3181272|3182425|3183671|3183695|3185708|3185796|3187679|3188424|3190311|3191105,65,2634.94,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-2394: cardholder C08962 reported unrecognized activity on card C08962-K2. 65 transaction(s) between 2016-07-31 and 2016-08-20 totaling $2,634.94 were confirmed fraudulent. A run of very small online authorizations followed by a larger purchase, consistent with testing a stolen card number before use. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-2395,C09657,C09657-K2,2016-08-20 19:23:35,2016-08-22 06:23:35,confirmed_fraud,card_not_present_new_device,3188432,3188432|3190224|3190443,3,53.14,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2395: cardholder C09657 reported unrecognized activity on card C09657-K2. 3 transaction(s) between 2016-08-19 and 2016-08-20 totaling $53.14 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-A300H Build/LRX22G on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed."
CC-2396,C02147,C02147-K2,2016-08-20 19:25:32,2016-08-23 17:25:32,confirmed_fraud,card_not_present_fraud,3188339,3188339,1,4.11,,CREATE_CASE|BLOCK_CARD,No,Case CC-2396: cardholder C02147 reported unrecognized activity on card C02147-K2. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $4.11 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a XT1032 Build/LPBS23.13-56-2 on chrome 61.0 for android. Card blocked and reissued. Customer reimbursed.
CC-2397,C06269,C06269-K1,2016-08-20 19:39:30,2016-08-22 18:39:30,confirmed_fraud,out_of_region_use,3188620,3188620,1,645.02,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2397: cardholder C06269 reported unrecognized activity on card C06269-K1. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $645.02 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-2398,C13364,C13364-K1,2016-08-20 19:50:35,2016-08-23 06:50:35,confirmed_fraud,card_not_present_fraud,3190455,3190455,1,8.00,,CREATE_CASE|BLOCK_CARD,No,Case CC-2398: cardholder C13364 reported unrecognized activity on card C13364-K1. 1 transaction(s) between 2016-08-20 and 2016-08-20 totaling $8.00 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-A300H Build/LRX22G on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.
CC-2399,C06026,C06026-K2,2016-08-20 20:03:28,2016-08-21 22:03:28,confirmed_fraud,card_not_present_fraud,3189330,3189330,1,199.94,,CREATE_CASE|BLOCK_CARD,No,Case CC-2399: cardholder C06026 reported unrecognized activity on card C06026-K2. 1 transaction(s) between 2016-08-19 and 2016-08-19 totaling $199.94 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.
CC-2400,C02923,C02923-K1,2016-08-20 20:57:31,2016-08-25 16:57:31,confirmed_fraud,account_takeover,3185646,3185646|3188244|3188252,3,350.99,,CREATE_CASE|BLOCK_CARD,No,Case CC-2400: cardholder C02923 reported unrecognized activity on card C02923-K1. 3 transaction(s) between 2016-08-18 and 2016-08-19 totaling $350.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
